TradDt,BizDt,Sgmt,Src,FinInstrmTp,FinInstrmId,ISIN,TckrSymb,SctySrs,XpryDt,FininstrmActlXpryDt,StrkPric,OptnTp,FinInstrmNm,OpnPric,HghPric,LwPric,ClsPric,LastPric,PrvsClsgPric,UndrlygPric,SttlmPric,OpnIntrst,ChngInOpnIntrst,TtlTradgVol,TtlTrfVal,TtlNbOfTxsExctd,SsnId,NewBrdLotQty,Rmks,Rsvd1,Rsvd2,Rsvd3,Rsvd4
2026-03-30,2026-03-30,CM,BSE,STK,500002,INE117A01022,ABB,A,,,,,ABB INDIA LIMITED,5970.00,6100.00,5908.00,5936.50,5936.50,6106.70,,5941.40,,,14736,88308032.00,3371,F1,1,,,,,
2026-03-30,2026-03-30,CM,BSE,STK,500003,INE208C01025,AEGISLOG,A,,,,,AEGIS LOGISTICS LTD.,639.10,639.10,594.30,598.65,594.30,611.65,,598.65,,,297906,182485615.00,3339,F1,1,,,,,
2026-03-30,2026-03-30,CM,BSE,STK,500008,INE885A01032,ARE&M,A,,,,,Amara Raja Energy & Mobility L,701.50,701.50,671.45,672.70,674.70,701.65,,672.45,,,98181,66879447.00,5894,F1,1,,,,,
2026-03-30,2026-03-30,CM,BSE,STK,500009,INE432A01017,AMBALALSA,X,,,,,AMBALAL SARABHAI ENTERPRISES L,25.12,25.90,24.10,24.27,24.27,25.12,,24.27,,,118002,2919235.00,383,F1,1,,,,,
2026-03-30,2026-03-30,CM,BSE,STK,500012,INE714B01016,ANDHRAPET,X,,,,,ANDHRA PETROCHEMICALS LTD.,30.10,31.00,29.39,30.38,30.38,31.16,,30.38,,,214155,6474346.00,833,F1,1,,,,,
2026-03-30,2026-03-30,CM,BSE,STK,500013,INE436A01026,ANSALAPI,Z,,,,,ANSAL PROPERTIES & INFRASTRUCT,3.01,3.01,2.98,2.98,2.98,3.04,,2.98,,,4045,12141.00,12,F1,1,,,,,
2026-03-30,2026-03-30,CM,BSE,STK,500014,INE096A01010,UTIQUE,X,,,,,UTIQUE ENTERPRISES LIMITED,3.64,3.64,3.20,3.26,3.20,3.71,,3.26,,,25118,85303.00,67,F1,1,,,,,
2026-03-30,2026-03-30,CM,BSE,STK,500016,INE957C01019,ARUNAHTEL,X,,,,,ARUNA HOTELS LTD.,7.40,7.40,7.07,7.26,7.26,7.22,,7.26,,,47224,341856.00,60,F1,1,,,,,
2026-03-30,2026-03-30,CM,BSE,STK,500020,INE032A01023,BOMDYEING,A,,,,,BOMBAY DYEING & MFG.CO.LTD.,96.55,98.25,92.10,92.65,92.65,97.95,,92.70,,,103077,9836834.00,866,F1,1,,,,,
2026-03-30,2026-03-30,CM,BSE,STK,500023,INE363A01022,ASIANHOTNR,B,,,,,ASIAN HOTELS (NORTH) LIMITED,281.00,324.00,281.00,302.20,302.00,284.25,,301.05,,,3598,1090133.00,230,F1,1,,,,,
2026-03-30,2026-03-30,CM,BSE,STK,500027,INE100A01010,ATUL,A,,,,,ATUL LTD.,6132.50,6388.70,6086.70,6372.95,6341.00,6236.40,,6368.60,,,1883,11780095.00,564,F1,1,,,,,
2026-03-30,2026-03-30,CM,BSE,STK,500028,INE447A01015,ATVPR,X,,,,,ATV PROJECTS INDIA LTD.,30.01,31.00,28.00,29.34,29.34,30.00,,29.34,,,37834,1114382.00,252,F1,1,,,,,
2026-03-30,2026-03-30,CM,BSE,STK,500031,INE193E01025,BAJAJELEC,A,,,,,BAJAJ ELECTRICALS LTD.,350.00,352.30,332.95,340.20,340.20,351.95,,338.00,,,15277,5244266.00,819,F1,1,,,,,
2026-03-30,2026-03-30,CM,BSE,STK,500032,INE306A01021,BAJAJHIND,A,,,,,BAJAJ HINDUSTHAN SUGAR LIMITED,16.26,17.33,16.06,16.50,16.50,16.50,,16.47,,,2791700,46870269.00,4245,F1,1,,,,,
2026-03-30,2026-03-30,CM,BSE,STK,500033,INE451A01017,FORCEMOT,A,,,,,FORCE MOTORS LTD.,20050.15,20200.00,19267.30,19403.35,19403.35,20415.80,,19404.85,,,20899,411634109.00,6173,F1,1,,,,,
2026-03-30,2026-03-30,CM,BSE,STK,500034,INE296A01032,BAJFINANCE,A,,,,,BAJAJ FINANCE LIMITED,825.45,835.00,799.35,801.40,801.40,844.35,,801.55,,,597371,486352713.00,24621,F1,1,,,,,
2026-03-30,2026-03-30,CM,BSE,STK,500038,INE119A01028,BALRAMCHIN,A,,,,,BALRAMPUR CHINI MILLS LTD.,494.35,508.75,490.00,497.50,497.50,496.60,,497.10,,,122511,61104636.00,2789,F1,1,,,,,
2026-03-30,2026-03-30,CM,BSE,STK,500039,INE213C01025,BANCOINDIA,A,,,,,BANCO PRODUCTS (INDIA) LTD.,529.45,529.45,503.00,504.55,504.55,528.95,,504.35,,,21495,11033617.00,1131,F1,1,,,,,
2026-03-30,2026-03-30,CM,BSE,STK,500040,INE055A01016,ABREL,A,,,,,ADITYA BIRLA REAL ESTATE LIMIT,1111.20,1135.00,1088.85,1122.10,1135.00,1131.15,,1122.95,,,20705,23182301.00,1373,F1,1,,,,,
2026-03-30,2026-03-30,CM,BSE,STK,500041,INE459A01010,BANARISUG,B,,,,,BANNARI AMMAN SUGARS LTD.,3511.00,3780.00,3511.00,3763.00,3763.00,3600.00,,3594.70,,,140,503460.00,64,F1,1,,,,,
2026-03-30,2026-03-30,CM,BSE,STK,500042,INE373A01013,BASF,A,,,,,BASF INDIA LTD.,3219.05,3275.05,3160.00,3214.80,3180.00,3300.65,,3213.55,,,5302,16967597.00,1546,F1,1,,,,,
2026-03-30,2026-03-30,CM,BSE,STK,500043,INE176A01028,BATAINDIA,A,,,,,BATA INDIA LTD.,617.05,631.00,605.55,607.50,607.50,632.70,,607.50,,,71009,43593047.00,4292,F1,1,,,,,
2026-03-30,2026-03-30,CM,BSE,STK,500048,INE258A01024,BEML,A,,,,,BEML LTD.,1425.00,1449.80,1361.10,1367.65,1361.10,1436.45,,1369.30,,,33691,47113003.00,2887,F1,1,,,,,
2026-03-30,2026-03-30,CM,BSE,STK,500049,INE263A01024,BEL,A,,,,,BHARAT ELECTRONICS LTD.,399.30,413.15,399.30,400.60,400.60,404.75,,400.65,,,1414389,572950884.00,23112,F1,1,,,,,
2026-03-30,2026-03-30,CM,BSE,STK,500051,INE099C01010,BHAGGAS,XT,,,,,BHAGAWATI GAS LIMITED,2.85,2.85,2.85,2.85,2.85,2.80,,2.85,,,1285,3662.00,4,F1,1,,,,,
2026-03-30,2026-03-30,CM,BSE,STK,500052,INE922A01025,BEPL,B,,,,,BHANSALI ENGINEERING POLYMERS,83.25,83.25,81.33,82.38,82.65,83.46,,82.20,,,43219,3549191.00,453,F1,1,,,,,
2026-03-30,2026-03-30,CM,BSE,STK,500058,INE819C01011,BIHSPONG,XT,,,,,BIHAR SPONGE IRON LTD.,11.58,11.58,11.04,11.10,11.10,11.58,,11.10,,,37622,426201.00,88,F1,1,,,,,
2026-03-30,2026-03-30,CM,BSE,STK,500059,INE071A01013,BILVYAPAR,T,,,,,BIL VYAPAR LIMITED,5.00,5.19,4.84,5.12,5.12,5.09,,4.80,,,14537,72346.00,19,F1,1,,,,,
2026-03-30,2026-03-30,CM,BSE,STK,500060,INE800A01015,BIRLACABLE,B,,,,,Birla Cable Limited,110.05,113.05,104.00,104.40,104.50,112.05,,104.30,,,7756,834590.00,256,F1,1,,,,,
2026-03-30,2026-03-30,CM,BSE,STK,500067,INE472A01039,BLUESTARCO,A,,,,,BLUE STAR LTD.,1622.30,1662.00,1605.65,1610.50,1608.65,1675.05,,1610.70,,,20282,32958391.00,3495,F1,1,,,,,
2026-03-30,2026-03-30,CM,BSE,STK,500068,INE131C01011,DISAQ,B,,,,,DISA INDIA LTD.,11269.00,11600.00,11000.00,11029.45,11010.00,11243.75,,11029.45,,,569,6356825.00,132,F1,1,,,,,
2026-03-30,2026-03-30,CM,BSE,STK,500069,INE418C01012,QUESTCAP,X,,,,,QUEST CAPITAL MARKETS LIMITED,233.05,233.05,223.25,224.60,223.25,231.35,,224.60,,,761,173120.00,52,F1,1,,,,,
2026-03-30,2026-03-30,CM,BSE,STK,500074,INE110A01019,BPL,B,,,,,BPL LTD.,43.15,43.15,38.00,38.25,38.00,42.23,,38.17,,,60378,2447897.00,522,F1,1,,,,,
2026-03-30,2026-03-30,CM,BSE,STK,500078,INE959C01023,OAL,B,,,,,ORIENTAL AROMATICS LIMITED,232.80,240.00,227.05,234.95,232.00,234.60,,238.10,,,756,175133.00,160,F1,1,,,,,
2026-03-30,2026-03-30,CM,BSE,STK,500083,INE281A01026,CENTEXT,B,,,,,CENTURY EXTRUSIONS LTD.,17.51,18.00,16.35,16.81,16.81,17.85,,16.53,,,31905,551811.00,295,F1,1,,,,,
2026-03-30,2026-03-30,CM,BSE,STK,500084,INE486A01021,CESC,A,,,,,CESC LTD.,149.20,151.80,148.75,150.20,150.20,151.30,,150.15,,,906754,136313207.00,3835,F1,1,,,,,
2026-03-30,2026-03-30,CM,BSE,STK,500085,INE085A01013,CHAMBLFERT,A,,,,,CHAMBAL FERTILISERS & CHEMICAL,411.75,431.80,411.75,426.35,427.00,420.05,,426.65,,,144922,61647696.00,6048,F1,1,,,,,
2026-03-30,2026-03-30,CM,BSE,STK,500086,INE302A01020,EXIDEIND,A,,,,,EXIDE INDUSTRIES LTD.,296.85,299.00,286.85,288.00,288.00,300.80,,287.90,,,111569,32625666.00,4135,F1,1,,,,,
2026-03-30,2026-03-30,CM,BSE,STK,500087,INE059A01026,CIPLA,A,,,,,CIPLA LTD.,1217.60,1234.75,1215.65,1223.05,1223.05,1242.65,,1224.20,,,81990,100534030.00,8440,F1,1,,,,,
2026-03-30,2026-03-30,CM,BSE,STK,500089,INE303A01010,DICIND,B,,,,,DIC INDIA LTD.,483.00,483.00,465.00,471.55,465.00,482.45,,467.55,,,34,16234.00,8,F1,1,,,,,
2026-03-30,2026-03-30,CM,BSE,STK,500092,INE007A01025,CRISIL,A,,,,,CRISIL LTD.,3841.85,3851.95,3735.00,3758.60,3758.60,3841.85,,3761.05,,,21157,79811787.00,1675,F1,1,,,,,
2026-03-30,2026-03-30,CM,BSE,STK,500093,INE067A01029,CGPOWER,A,,,,,CG Power and Industrial Soluti,657.90,672.55,652.00,655.60,654.00,667.80,,655.05,,,128869,85063478.00,4936,F1,1,,,,,
2026-03-30,2026-03-30,CM,BSE,STK,500096,INE016A01026,DABUR,A,,,,,DABUR INDIA LTD.,401.05,417.55,401.05,410.40,410.40,419.70,,410.45,,,127322,52469402.00,4633,F1,1,,,,,
2026-03-30,2026-03-30,CM,BSE,STK,500097,INE495A01022,DALMIASUG,B,,,,,DALMIA BHARAT SUGAR AND INDUST,330.15,404.95,330.15,395.05,395.05,345.80,,394.40,,,2431446,946544299.00,33741,F1,1,,,,,
2026-03-30,2026-03-30,CM,BSE,STK,500101,INE034A01011,ARVIND,A,,,,,ARVIND LTD.,341.10,347.50,334.60,339.35,339.35,352.45,,338.75,,,19917,6791963.00,985,F1,1,,,,,
2026-03-30,2026-03-30,CM,BSE,STK,500103,INE257A01026,BHEL,A,,,,,BHARAT HEAVY ELECTRICALS LTD.,248.35,254.70,244.55,245.55,245.55,254.85,,245.50,,,570444,142764704.00,11959,F1,1,,,,,
2026-03-30,2026-03-30,CM,BSE,STK,500104,INE094A01015,HINDPETRO,A,,,,,HINDUSTAN PETROLEUM CORPORATIO,331.00,341.50,325.00,335.25,335.25,340.75,,335.40,,,274610,92276613.00,4570,F1,1,,,,,
2026-03-30,2026-03-30,CM,BSE,STK,500106,INE039A01010,IFCI,A,,,,,IFCI LTD.,49.73,50.22,47.40,47.95,47.95,51.07,,47.89,,,1981590,96797222.00,9249,F1,1,,,,,
2026-03-30,2026-03-30,CM,BSE,STK,500108,INE153A01019,MTNL,B,,,,,MAHANAGAR TELEPHONE NIGAM LTD.,22.59,22.98,20.30,21.47,20.30,23.01,,21.47,,,252699,5644525.00,971,F1,1,,,,,
2026-03-30,2026-03-30,CM,BSE,STK,500109,INE103A01014,MRPL,A,,,,,MANGALORE REFINERY & PETROCHEM,176.80,186.15,171.00,179.90,179.90,176.95,,179.85,,,975991,177171775.00,11041,F1,1,,,,,
2026-03-30,2026-03-30,CM,BSE,STK,500110,INE178A01016,CHENNPETRO,A,,,,,CHENNAI PETROLEUM CORPORATION,958.25,1018.50,941.45,967.35,971.00,958.35,,967.35,,,161657,159249933.00,7212,F1,1,,,,,
2026-03-30,2026-03-30,CM,BSE,STK,500112,INE062A01020,SBIN,A,,,,,STATE BANK OF INDIA,1000.05,1009.40,976.20,979.80,979.80,1020.05,,979.40,,,1211649,1201508617.00,46560,F1,1,,,,,
2026-03-30,2026-03-30,CM,BSE,STK,500113,INE114A01011,SAIL,A,,,,,STEEL AUTHORITY OF INDIA LTD.,147.80,156.60,145.00,151.35,151.35,146.45,,151.40,,,1782635,272097396.00,12558,F1,1,,,,,
2026-03-30,2026-03-30,CM,BSE,STK,500114,INE280A01028,TITAN,A,,,,,TITAN COMPANY LIMITED,3962.40,4004.90,3915.05,3952.10,3970.00,3981.40,,3951.40,,,38454,151942875.00,9276,F1,1,,,,,
2026-03-30,2026-03-30,CM,BSE,STK,500116,INE008A01015,IDBI,A,,,,,IDBI BANK LTD.,63.05,63.55,61.05,61.50,61.50,64.00,,61.50,,,768195,47985148.00,4418,F1,1,,,,,
2026-03-30,2026-03-30,CM,BSE,STK,500117,INE500A01029,DCW,B,,,,,DCW LTD.,38.73,39.60,37.15,37.56,37.38,39.52,,37.53,,,2268197,88273276.00,1592,F1,1,,,,,
2026-03-30,2026-03-30,CM,BSE,STK,500119,INE041A01016,DHAMPURSUG,B,,,,,DHAMPUR SUGAR MILLS LTD.,130.15,146.45,130.15,141.90,141.90,133.75,,141.80,,,178711,25252996.00,3373,F1,1,,,,,
2026-03-30,2026-03-30,CM,BSE,STK,500120,INE591D01014,DIAMINESQ,B,,,,,DIAMINES & CHEMICALS LTD.,238.90,239.00,229.30,233.00,233.00,232.35,,233.10,,,19543,4577540.00,548,F1,1,,,,,
2026-03-30,2026-03-30,CM,BSE,STK,500123,INE280B01018,ELANTAS,B,,,,,ELANTAS BECK INDIA LTD.,7850.05,8249.00,7850.00,8202.50,8200.00,8094.35,,8202.50,,,1248,10209210.00,818,F1,1,,,,,
2026-03-30,2026-03-30,CM,BSE,STK,500124,INE089A01031,DRREDDY,A,,,,,DR.REDDYS LABORATORIES LTD.,1261.00,1280.70,1251.05,1254.65,1254.65,1281.95,,1254.90,,,65483,82527586.00,6318,F1,1,,,,,
2026-03-30,2026-03-30,CM,BSE,STK,500125,INE126A01031,EIDPARRY,A,,,,,E.I.D.-PARRY (INDIA) LTD.,782.00,796.00,774.40,775.20,775.20,794.45,,775.50,,,19783,15520895.00,1680,F1,1,,,,,
2026-03-30,2026-03-30,CM,BSE,STK,500126,INE199A01012,PGHL,A,,,,,PROCTER & GAMBLE HEALTH LIMITE,4775.05,4835.00,4775.05,4798.15,4810.00,4842.40,,4798.80,,,392,1883271.00,179,F1,1,,,,,
2026-03-30,2026-03-30,CM,BSE,STK,500128,INE086A01029,ELECTCAST,A,,,,,ELECTROSTEEL CASTINGS LTD.,78.50,80.61,73.00,73.62,73.62,79.91,,73.65,,,259742,19978678.00,3156,F1,1,,,,,
2026-03-30,2026-03-30,CM,BSE,STK,500133,INE284A01012,ESABINDIA,A,,,,,ESAB INDIA LTD.,5000.00,5097.50,4900.00,4955.10,4989.10,5130.05,,4955.50,,,195,975033.00,59,F1,1,,,,,
2026-03-30,2026-03-30,CM,BSE,STK,500135,INE255A01020,EPL,A,,,,,EPL LIMITED,222.95,222.95,198.90,204.95,204.65,198.80,,205.25,,,1043510,209947748.00,5923,F1,1,,,,,
2026-03-30,2026-03-30,CM,BSE,STK,500136,INE778B01029,ESTER,B,,,,,ESTER INDUSTRIES LTD.,77.95,77.95,68.80,70.70,70.70,77.80,,70.65,,,16073,1171800.00,708,F1,1,,,,,
2026-03-30,2026-03-30,CM,BSE,STK,500142,INE512A01016,FGP,X,,,,,FGP LTD.,9.98,9.98,9.05,9.17,9.50,9.98,,9.17,,,1907,17885.00,22,F1,1,,,,,
2026-03-30,2026-03-30,CM,BSE,STK,500143,INE160F01013,PHCAP,XT,,,,,PH CAPITAL LTD.,629.70,648.00,599.00,605.15,622.90,628.75,,605.15,,,1686,1022444.00,65,F1,1,,,,,
2026-03-30,2026-03-30,CM,BSE,STK,500144,INE235A01022,FINCABLES,A,,,,,FINOLEX CABLES LTD.,799.85,812.00,771.45,775.85,775.85,806.55,,776.45,,,31670,25181251.00,2169,F1,1,,,,,
2026-03-30,2026-03-30,CM,BSE,STK,500147,INE515A01019,COCKERILL,B,,,,,JOHN COCKERILL INDIA LIMITED,4329.95,4329.95,4041.05,4082.20,4082.20,4330.35,,4082.20,,,12306,50970163.00,1345,F1,1,,,,,
2026-03-30,2026-03-30,CM,BSE,STK,500148,INE516A01017,UFLEX,B,,,,,UFLEX LTD.,354.00,365.90,333.00,333.40,333.00,359.25,,334.25,,,31370,10782699.00,1028,F1,1,,,,,
2026-03-30,2026-03-30,CM,BSE,STK,500150,INE519A01011,FOSECOIND,B,,,,,FOSECO INDIA LTD.,4835.00,4835.00,4608.50,4636.10,4645.00,4871.85,,4652.75,,,131,617928.00,47,F1,1,,,,,
2026-03-30,2026-03-30,CM,BSE,STK,500151,INE973A01010,GOLDENTOBC,Z,,,,,GOLDEN TOBACCO LTD.,22.36,22.36,21.68,21.68,21.68,22.82,,21.49,,,763,16545.00,19,F1,1,,,,,
2026-03-30,2026-03-30,CM,BSE,STK,500153,INE388A01029,GANESHBE,B,,,,,GANESH BENZOPLAST LTD.,75.88,75.88,71.35,71.75,71.85,76.49,,72.05,,,6866,501927.00,161,F1,1,,,,,
2026-03-30,2026-03-30,CM,BSE,STK,500159,INE085D01033,METROGLOBL,X,,,,,METROGLOBAL LIMITED,105.00,117.20,102.00,105.00,105.00,106.25,,105.00,,,1030,108609.00,19,F1,1,,,,,
2026-03-30,2026-03-30,CM,BSE,STK,500160,INE043A01012,GTL,B,,,,,GTL LTD.,6.54,6.54,4.85,5.13,5.19,5.73,,5.08,,,152504,839948.00,1257,F1,1,,,,,
2026-03-30,2026-03-30,CM,BSE,STK,500163,INE260B01028,GODFRYPHLP,A,,,,,GODFREY PHILLIPS INDIA LTD.,1892.70,1966.20,1852.35,1873.30,1873.30,1902.10,,1873.50,,,183008,348445203.00,11627,F1,1,,,,,
2026-03-30,2026-03-30,CM,BSE,STK,500164,INE233A01035,GODREJIND,A,,,,,GODREJ INDUSTRIES LTD.,755.75,773.70,744.00,748.15,748.15,775.90,,748.90,,,16424,12405936.00,1718,F1,1,,,,,
2026-03-30,2026-03-30,CM,BSE,STK,500165,INE531A01024,KANSAINER,A,,,,,KANSAI NEROLAC PAINTS LTD.,170.05,173.55,166.00,167.05,167.05,170.05,,167.20,,,50812,8618469.00,895,F1,1,,,,,
2026-03-30,2026-03-30,CM,BSE,STK,500166,INE300A01016,GOODRICKE,X,,,,,GOODRICKE GROUP LTD.,147.00,149.55,142.05,147.20,148.00,143.15,,147.20,,,43560,6396350.00,404,F1,1,,,,,
2026-03-30,2026-03-30,CM,BSE,STK,500168,INE533A01012,GOODYEAR,B,,,,,GOODYEAR INDIA LTD.,685.00,685.00,660.00,663.80,663.80,687.15,,663.80,,,10555,7054336.00,1069,F1,1,,,,,
2026-03-30,2026-03-30,CM,BSE,STK,500170,INE537A01013,GTNINDS,X,,,,,GTN INDUSTRIES LTD.,20.93,21.74,19.21,19.83,19.89,22.25,,19.83,,,11275,226368.00,78,F1,1,,,,,
2026-03-30,2026-03-30,CM,BSE,STK,500171,INE539A01019,GHCL,A,,,,,GHCL LTD.,430.35,430.35,420.80,422.95,422.45,430.35,,423.00,,,18616,7920624.00,1655,F1,1,,,,,
2026-03-30,2026-03-30,CM,BSE,STK,500173,INE538A01037,GFLLIMITED,B,,,,,GFL LIMITED,44.90,44.90,37.07,37.64,37.50,38.86,,37.56,,,13171,503429.00,303,F1,1,,,,,
2026-03-30,2026-03-30,CM,BSE,STK,500178,INE905C01034,HARCR,XT,,,,,HARIG CRANKSHAFTS LTD.,7.15,7.15,7.15,7.15,7.15,7.15,,7.15,,,92,657.00,15,F1,1,,,,,
2026-03-30,2026-03-30,CM,BSE,STK,500179,INE236A01020,HCL-INSYS,B,,,,,HCL INFOSYSTEMS LTD.,10.00,10.15,9.05,9.30,9.30,10.16,,9.41,,,118731,1133532.00,877,F1,1,,,,,
2026-03-30,2026-03-30,CM,BSE,STK,500180,INE040A01034,HDFCBANK,A,,,,,HDFC BANK LTD.,742.15,751.15,727.00,731.80,731.80,756.25,,731.55,,,7787669,5774600664.00,130180,F1,1,,,,,
2026-03-30,2026-03-30,CM,BSE,STK,500182,INE158A01026,HEROMOTOCO,A,,,,,HERO MOTOCORP LTD.,5052.20,5138.80,5043.20,5060.35,5060.35,5145.05,,5062.95,,,27202,138446362.00,5788,F1,1,,,,,
2026-03-30,2026-03-30,CM,BSE,STK,500183,INE548A01028,HFCL,A,,,,,HFCL LIMITED,70.04,71.09,67.30,67.91,67.79,70.77,,67.86,,,1141987,79147150.00,5017,F1,1,,,,,
2026-03-30,2026-03-30,CM,BSE,STK,500184,INE019C01026,HSCL,A,,,,,Himadri Speciality Chemical Lt,437.35,445.00,423.20,441.40,441.40,443.95,,441.60,,,273917,118425953.00,6237,F1,1,,,,,
2026-03-30,2026-03-30,CM,BSE,STK,500185,INE549A01026,HCC,A,,,,,HINDUSTAN CONSTRUCTION CO.LTD.,14.25,14.70,13.60,13.73,13.73,14.53,,13.73,,,2530367,35614661.00,4481,F1,1,,,,,
2026-03-30,2026-03-30,CM,BSE,STK,500186,INE345A01011,HINDOILEXP,B,,,,,HINDUSTAN OIL EXPLORATION CO.L,122.30,125.45,117.80,118.30,118.15,121.10,,118.35,,,137176,16706794.00,1353,F1,1,,,,,
2026-03-30,2026-03-30,CM,BSE,STK,500187,INE415A01038,AGI,A,,,,,AGI GREENPAC LIMITED,480.00,489.35,466.00,468.55,468.50,491.60,,468.55,,,94643,44903873.00,1439,F1,1,,,,,
2026-03-30,2026-03-30,CM,BSE,STK,500188,INE267A01025,HINDZINC,A,,,,,HINDUSTAN ZINC LTD.,507.75,515.50,497.60,502.20,502.20,509.50,,502.15,,,318507,161475071.00,6755,F1,1,,,,,
2026-03-30,2026-03-30,CM,BSE,STK,500189,INE353A01023,NDLVENTURE,B,,,,,NDL Ventures Limited,114.00,119.25,113.25,117.60,118.65,114.00,,117.05,,,4087,472879.00,153,F1,1,,,,,
2026-03-30,2026-03-30,CM,BSE,STK,500191,INE262A01018,HMT,Z,,,,,HMT LTD.,57.55,59.35,57.40,57.77,59.00,60.42,,57.53,,,1985,114519.00,54,F1,1,,,,,
2026-03-30,2026-03-30,CM,BSE,STK,500192,INE962B01011,PRAGBOS,X,,,,,PRAG BOSIMI SYNTHETICS LTD.,1.68,1.68,1.41,1.42,1.41,1.64,,1.42,,,49100,73438.00,36,F1,1,,,,,
2026-03-30,2026-03-30,CM,BSE,STK,500193,INE102A01024,HLVLTD,B,,,,,HLV LIMITED,5.76,6.17,5.52,5.72,5.65,6.10,,5.72,,,257751,1514629.00,551,F1,1,,,,,
2026-03-30,2026-03-30,CM,BSE,STK,500199,INE204A01010,IGPL,B,,,,,I G PETROCHEMICALS LTD.,337.00,344.55,325.70,334.40,332.80,337.10,,331.70,,,6207,2071409.00,259,F1,1,,,,,
2026-03-30,2026-03-30,CM,BSE,STK,500201,INE560A01023,INDIAGLYCO,B,,,,,INDIA GLYCOLS LTD.,869.05,883.00,841.50,849.00,849.00,886.55,,848.95,,,15132,13181789.00,1486,F1,1,,,,,
2026-03-30,2026-03-30,CM,BSE,STK,500202,INE333C01013,INDLEASE,X,,,,,INDIA LEASE DEVELOPMENT LTD.,7.90,7.90,7.51,7.60,7.51,7.90,,7.60,,,771,6017.00,6,F1,1,,,,,
2026-03-30,2026-03-30,CM,BSE,STK,500206,INE680B01019,MARGOFIN,X,,,,,MARGO FINANCE LIMITED,58.60,63.00,58.60,59.97,60.20,61.50,,59.97,,,899,53267.00,29,F1,1,,,,,
2026-03-30,2026-03-30,CM,BSE,STK,500207,INE156A01020,INDORAMA,B,,,,,INDO RAMA SYNTHETICS (INDIA) L,31.30,31.30,29.88,29.98,30.15,30.98,,30.07,,,20276,616459.00,401,F1,1,,,,,
2026-03-30,2026-03-30,CM,BSE,STK,500209,INE009A01021,INFY,A,,,,,INFOSYS LTD.,1245.30,1265.00,1242.80,1251.20,1251.20,1270.00,,1250.60,,,645516,810073701.00,24707,F1,1,,,,,
2026-03-30,2026-03-30,CM,BSE,STK,500210,INE177A01018,INGERRAND,A,,,,,INGERSOLL-RAND (INDIA) LTD.,3490.00,3539.90,3463.25,3498.55,3470.00,3556.15,,3490.45,,,2264,7939754.00,465,F1,1,,,,,
2026-03-30,2026-03-30,CM,BSE,STK,500213,INE262B01016,ITHL,X,,,,,INTERNATIONAL TRAVEL HOUSE LTD,266.00,279.00,266.00,266.15,266.00,275.10,,266.15,,,6818,1833394.00,191,F1,1,,,,,
2026-03-30,2026-03-30,CM,BSE,STK,500214,INE570A01022,IONEXCHANG,A,,,,,ION EXCHANGE (INDIA) LTD.,325.05,334.30,317.90,320.40,320.40,332.85,,320.35,,,21275,6931943.00,1010,F1,1,,,,,
2026-03-30,2026-03-30,CM,BSE,STK,500215,INE209A01019,SUNDROP,B,,,,,SUNDROP BRANDS LIMITED,584.70,584.70,555.55,558.85,558.60,590.75,,560.85,,,4358,2491769.00,211,F1,1,,,,,
2026-03-30,2026-03-30,CM,BSE,STK,500219,INE175A01038,JISLJALEQS,A,,,,,JAIN IRRIGATION SYSTEMS LTD.,29.16,29.36,27.55,27.78,27.78,29.54,,27.74,,,546523,15536752.00,2546,F1,1,,,,,
2026-03-30,2026-03-30,CM,BSE,STK,500220,INE711C01028,JASCH,X,,,,,JASCH INDUSTRIES LTD.,130.60,139.75,126.05,134.35,139.75,130.55,,134.35,,,2658,345202.00,49,F1,1,,,,,
2026-03-30,2026-03-30,CM,BSE,STK,500227,INE197D01010,JINDALPOLY,B,,,,,JINDAL POLY FILMS LTD.,739.80,739.80,739.80,739.80,739.80,778.70,,740.75,,,3556,2630728.00,56,F1,1,,,,,
2026-03-30,2026-03-30,CM,BSE,STK,500228,INE019A01038,JSWSTEEL,A,,,,,JSW STEEL LTD.,1126.30,1136.85,1115.00,1122.75,1122.75,1130.90,,1122.50,,,59032,66391983.00,5970,F1,1,,,,,
2026-03-30,2026-03-30,CM,BSE,STK,500233,INE217B01036,KAJARIACER,A,,,,,KAJARIA CERAMICS LTD.,915.85,955.60,910.95,919.00,919.00,951.05,,920.05,,,34915,32691975.00,1696,F1,1,,,,,
2026-03-30,2026-03-30,CM,BSE,STK,500234,INE437B01014,KAKATCEM,B,,,,,KAKATIYA CEMENT SUGAR & INDUST,87.95,91.35,84.70,84.70,84.70,88.85,,85.05,,,1081,95467.00,31,F1,1,,,,,
2026-03-30,2026-03-30,CM,BSE,STK,500235,INE907A01026,KSL,B,,,,,KALYANI STEELS LTD.,610.90,612.85,575.00,577.30,577.30,611.90,,577.75,,,6117,3614215.00,409,F1,1,,,,,
2026-03-30,2026-03-30,CM,BSE,STK,500236,INE252C01023,KANELIND,XT,,,,,KANEL INDUSTRIES LIMITED,17.89,17.89,17.89,17.89,17.89,17.04,,17.89,,,471,8426.00,5,F1,1,,,,,
2026-03-30,2026-03-30,CM,BSE,STK,500238,INE716A01013,WHIRLPOOL,A,,,,,WHIRLPOOL OF INDIA LTD.,792.00,804.40,775.85,790.30,788.15,807.95,,789.70,,,25797,20271010.00,3072,F1,1,,,,,
